UserName,Review,Score,Date,Bank,No.,Positive,Negative,Sentiment
Lord Tan,These guys have no idea what drives the usage of a debit card and makes things very difficult for the average user. Lock funds and never review for a long time after full submission of documents. Really suspicious. Have to be wary after all the high profile closure,1,3/9/2022 0:56,Revolut,96,0.020980097,0.97901994,0
avvyy,"But they reached out to me this week and urged to get another card because the current one would expire in 2 months. I might be wrong but it’s 2022, I have 2 years more, right? So when I get a new card I will have to update all subscriptions (linked to the Revolut card) because card number has been changed. No, thanks, don’t need. Removing the app and throwing away the card.",1,30/8/2022 3:31,Revolut,97,0.037673537,0.962326527,0
Shieldlin,Don’t bother downloading this app. Requires you to verify with your ID. Did 4 times and all 4 times were unsuccessful which lead to account deactivation. Really not worth your time (2 hours for me) to figure this out. Great app layout but terrible support and service,1,30/8/2022 0:21,Revolut,98,0.007233331,0.992766678,0
Gameloft Greedy,Did not receive rewards despite following the instructions,1,24/8/2022 0:26,Revolut,99,0.693197966,0.306802034,1
Legend_WareWolf,"the verification identity and getting my account restricted 3 times or deactivated. first i used mine , im 35 this year but after that my account got restricted so i used my husband and he was fine with it . BUT still got the account deactivated.",1,16/8/2022 14:41,Revolut,100,0.819417834,0.180582136,1
ProPersonOfPro,"Attempted multiple transfer via Apple Pay, Credit card but all failed. Deleted and updated Mobile App twice but nothing seems to work! What happened to this great service ??",1,8/8/2022 7:52,Revolut,101,0.102820233,0.897179723,0
gashnu,"Horrible customer service. 
Customer service officer Nicholas just gave generic answers which didn’t help at all. 
Once again, great card. Horrible staff",1,6/8/2022 15:35,Revolut,102,0.008753111,0.991246819,0
A_8987_,"My account there’s money but unfortunately I can’t make any transactions using the card. The support team kept delaying and have not gotten back to me yet. Not even sure if my money is it stuck inside the account now, might not be able to get back the money inside my account I guess",1,6/8/2022 14:16,Revolut,103,0.798479855,0.201520115,1
Spritch123,Revolut is asking personal and confidential information at random times. If you don’t comply you risk getting your money blocked by them.,1,5/8/2022 12:39,Revolut,104,0.719159603,0.280840397,1
Vik 8888,"DEFINITELY DO NOT RECOMMEND! Takes more than 3 days to get back with a single chat with 5 different agents, but still didn’t manage to solve my issue because Revolut arbitrarily changed the promotion requirements without sending an email or an in-app notification, quite despicable.",1,5/8/2022 8:33,Revolut,105,0.010629646,0.989370406,0
ThisIsACoolNickname,In-app live chat is completely unresponsive. Customer service is non-existent. Referral promotions also do not work.,1,3/8/2022 0:47,Revolut,106,0.016387841,0.98361212,0
M1 U5ER,This app has full of technical issues. How to trust such an app with our money?,1,16/7/2022 3:30,Revolut,107,0.013048622,0.986951411,0
heyymynameisjoe,"referral is a scam, made 3 purchases of >10$ but received no referral reward in return, waste time waste money would like to give it 0 star but minimum is 1",1,15/7/2022 3:11,Revolut,108,0.008790202,0.991209805,0
sprect8,"Getting random charges on this app but when I went to report it they claimed it was legitimate charge within the app

Poor service, terrible experience after using this for more than 3 years. Buyer beware don’t waste your time and money on Revolut. Use to be wonderful to use but it’s gotten worse over the years. Use to be a platinum card holder until they removed all rewards

Would give 0 stars but it’s not possible",1,14/7/2022 13:00,Revolut,109,0.009234902,0.990765035,0
faviidae,I m very unhappy with Revolut as it is unable to restore my frozen card for the last 48 hrs. The customer chat is not helpful as they keep insisting that the card is active despite the fact that I have multiple rejections from various merchants for tiny amounts of money. I regret making Revolut my main cashless payment method.,1,4/7/2022 23:16,Revolut,110,0.034639787,0.965360224,0
Superbobbywong,"By providing my SG mobile number for the sign up several times, I still could not receive the one-time-pin that is supposed to be sent to me via SMS. Without that I cannot continue the sign up application",1,28/6/2022 3:02,Revolut,111,0.729995549,0.270004392,1
Hklots,"This referral is absolute rubbish. There is guarantee if your purchase is going to be accepted. There is no list of accepted or no accepted merchants. All it says in the terms and conditions is “ Make 3 separate purchases of at least 10 SGD each with their virtual or physical card (only genuine purchases, transfers, gambling, gift cards, etc. are NOT valid). Amazon and shopee was not accepted and who knows what else. The support chat is of no help at all as he’s got no clue which merchants are for sure accepted.",1,23/6/2022 13:52,Revolut,112,0.009059051,0.990940869,0
Lieama,The only way to contact is thru the in app chat. I have raised an issue and a week later still no answer saying they have system error. System error for a week?! Unbelievable!,1,21/6/2022 2:58,Revolut,113,0.035253663,0.964746356,0
shdushdh,Served its purpose well for cash withdrawal overseas at superb good rate!  A must for overseas travel in countries that support Revolut!!,5,15/6/2022 2:51,Revolut,114,0.993934751,0.00606521,1
ferlaumx,"My experience since day 1 has been awesome with Revolut in Singapore. From the moment I got registered, receiving customer support for some doubts I had about their global insurance and the interaction with the app doing overseas payments and while traveling has been frictionless. Congrats Revolut team! Happy customer here. Hope you keep doing it great!",5,11/6/2022 9:48,Revolut,115,0.994519055,0.005480907,1
EvilMochi,"I’ve had an open support ticket for 5 months now with zero resolution. The constant chat cycle loop is, “sorry we’re waiting for a reply from the relevant team”. 

Revolut is an absolute joke.",1,4/6/2022 4:15,Revolut,116,0.010031946,0.989968061,0
steve4656,"Nothing works. SMS codes either not sent or, do not work when they are sent. Have a card but cannot sign in. Just nothing…..",1,31/5/2022 12:43,Revolut,117,0.0216329,0.97836715,0
Direct_opinion18,The app says that I Have have exceeded the top up limit for the year when the top up limit is $0. Very strange.,1,29/5/2022 6:08,Revolut,118,0.091487892,0.908512175,0
1788382833,Got cheated by their referral programme. Asked 2 different in chat agents to clarify on how to get th referral . Still ended up getting 0 reward after inviting 2 friends and meeting all the criteria. Pls dont use such application that is so untrustworthy and full of lies. Actually wanted to invite more friends to bring them more business but i guess they dont deserve it,1,23/5/2022 14:12,Revolut,119,0.011100587,0.98889941,0
Hekticyoloqqq,"I have now been on hold with Revolut staff to access MY money that I deposited to pay my rent in a foreign country. After NEARLY ONE WEEK, I am still unable to verify my account until the card shows up (two more weeks) and unable to use my own money. 

This surely goes against all regulatory protocols but my efforts to resolve the issue with support staff are useless. Revolut will allow you to put money in your account, but until it is verified (after a significant delay) you are unable to do anything with it. 

BE WARNED. DO NOT USE THIS APP.",1,22/5/2022 4:13,Revolut,120,0.053340703,0.946659446,0
Kathy_FoodLover123,"Horrible customer service and practices!! Do not use Revolut. Try other similar apps. Their “standard practices” facilitate fraudulent transactions!! When there are issues with the transactions and you inform Revolut immediately to cancel them, they do NOTHING to help you and would advise you that only merchants can cancel that transaction… Their customer service agents are only interested in bickering with you, than giving you any concrete help!",1,12/5/2022 9:05,Revolut,121,0.008407291,0.991592765,0
joseph teo,"I submitted my ID card, my Singpass and selfie , all they did is deactivate your account and blacklist you. Imagine sharing your privacy with them. Worst AML & KYC team.",1,10/5/2022 6:39,Revolut,122,0.010908461,0.989091516,0
leothelion96,Scan your money,1,7/5/2022 17:07,Revolut,123,0.771433115,0.228566974,1
Majorbomb!,"Don’t trust your money with them. I recently relocated out of SG and suddenly lost access to my account. And realized that they don’t have any other form of support other than in app chat, which is inaccessible if you can’t login to your account. Terrible customer service and the worst kind of UX.",1,27/4/2022 19:43,Revolut,124,0.008878997,0.991121054,0
papercoaster,Signed up for the Metal plan and now can’t downgrade without paying a termination fee. Customer service not helpful either with clear instructions. Just a poor experience through and through.,1,24/4/2022 3:52,Revolut,125,0.008803013,0.99119693,0
Apple_Yu,"I topped up the card on day one, then used the card for transportation. At first the app said I incurred $0.10 for the transportation. Later on unknowingly the app revised that and charged me $14. That’s insane! I sweared that the public transportation didn’t cost that much. Best part is, such crazy amount also occured in coming days. I did all my best to seek clarification on this. Sadly all Revolut said was nothing.",1,22/4/2022 14:09,Revolut,126,0.024859287,0.975140691,0
jehceek,Long wait time for support,2,21/4/2022 19:46,Revolut,127,0.603271186,0.396728843,1
zTBk9thEwn7TH6GZ,Invited a friend and completed 3 genuine purchases. Few days and no referral reward received. Customer service said need to perform one more and claim that one of the transaction is not genuine then say that they cannot provide information on which is not genuine. Very scammy company. Deal with this company at your own risk and don’t expect rewards.,1,19/3/2022 4:33,Revolut,128,0.012114236,0.987885773,0
Luciez21,"It has been 3 weeks since i reported the case where my transaction failed but Revolut include this failed amount into my monthly quota. Making me unable to do transaction without being charged  “fair usage fee 0.5%” due to “exceed monthly quota”. 
I’ve requested over and over again to reset, but always same answer given, “Relevant team has not responded yet. Your time and patience is highly appreciated”.
I guess it will only “resolved” when limit refreshed by recurring month. I utterly disappointed",1,23/2/2022 7:36,Revolut,129,0.023053471,0.976946414,0
jphm65,"App and functionalities are great… the only issue is that none of the cash rewards are distributed despite thousands dollars spent on one of the partners, and customer/technical support does not seem to want to resolve the issue",2,8/2/2022 2:20,Revolut,130,0.939844131,0.06015595,1
Cire2018jaksknf,"Sending money to my homecountry is very fast, safe and convenient with less fees. Worry-free.",4,4/2/2022 11:20,Revolut,131,0.990091324,0.009908695,1
I wan mah money,"I paid for 12 mo metal subscription, used my account for business purpose to make use of the cashback benefit, in the end they froze my account in july and hellbent on me verifying my funds, Gave them all the damn info 2 times over since the Customer service officer changes and didn’t bother reading the initial ticket.

Out of nowhere in feb 2022 they magically said the check is done without me doing anything after ignoring their request in july2021. Bloody joke of a company. Never doing my transactions with this company ever again.",1,1/2/2022 17:15,Revolut,132,0.011196478,0.988803625,0
Nickbrian,Better transfer rates compared to other international transfer.,5,31/1/2022 4:43,Revolut,133,0.979450941,0.020549107,1
Iguvcyxectvuonop,"This company is beyond trash. Created an account. Got deactivated. Reason: I have multiple account. Went into chat to clarify that I don’t have multiple account. They resolved it by saying. Sorry we still decide to deactivate your account and it’s final. But now we can’t disclose the reason why we deactivate your account. Waste of time and give me anxiety as they actually uses your personal info. Makes me wonder if I’m a victim of identity thief . Will never know. They aren’t transparent to say. When it’s your own personal information. I believe we have a basic rights to know. 
I shall advertise apps that can replace Revolut. Cause they are revolting. 
1. You trip - life saver. Personally use this. 
2. Wirex 
3. Wise",1,7/1/2022 9:44,Revolut,134,0.009920074,0.990079939,0
Paul---Paul,"AVOID this app for money transfer at all cost. You cannot transfer money if you do not sign up for revolut credit card & activate the cc (to verify address, BS!) & make a purchase. A scam-like activity. Your money locked in revolut if you do not apply for their credit card.",1,29/12/2021 8:57,Revolut,135,0.010090298,0.989909708,0
Kalem911,"When you decided to downgrade :
1) revolt will charge another usd $19.99 (disgusting)
2) regardless whether u downgraded just after u paid for the current month, it will terminate immediately (disgusting ) - I have subscript many plans before, the other will continue the current mth till it ends even if u break free and there is no break free charges",1,18/12/2021 10:22,Revolut,136,0.051437505,0.948562443,0
Bear1457835,Do not get this service. You Trip is much better with no fees. I am currently on the metal plan and I have absolutely no service or support to speak of. The card will randomly block transactions and you will never know why. You will also have no way to approve said transaction. Complete rubbish service!,1,12/12/2021 17:50,Revolut,137,0.007922583,0.99207747,0
nickname2434,Don’t download it its a wasted of space and your time,1,11/12/2021 1:37,Revolut,138,0.011144847,0.988855183,0
santiyunita,"I encountered issue where the transaction history (in IDR) shows 3 additional 0 but it does not happen for other currency. 
Support was helpful to extend the issue to relevant team, however they dont have SLA on when the issue will be fixed (excuse me, did you just ask me to quit using your service?) and it is very depressing.
Support team has minimal knowledge to resolve your issue, that is as good as they keep the case chat open so if you need someone to talk to, yeah they are there. This is also frustrating because they cant give you concrete answer. 
After 24 hours + keeping my case open, and after 3 set of screenshots, restart, uninstall they finally said the issue fixed. But they didnt. 
Then I updated my ios and support said: so the issue is fixed in v8.3.2 and your app is 8.3.1.
Me: but i just updated my app and it is the latest one.
Support: yes it is not available in your area yet.
You know what, you could have put it in 1 explanative sentence and that would save us time.",2,30/11/2021 23:22,Revolut,139,0.024237923,0.975762069,0
Lins573975,"WORST CARD EVER!
I was so excited to introduce my friend about this app till I found out all my friends money (including mine) was deducted in the app! Couldn’t get our refund too! Each person was deducted 20 over bucks! The worst thing is, using the app to transfer money to another Revolut app, both Revolut acc was deducted off the money, and the transaction doesn’t show the money was deducted! LIKE SERIOUSLY WHERE THE HELL IS MY MONEY?!",1,24/11/2021 5:35,Revolut,140,0.010058449,0.989941418,0
Tal Eliyahu,"“Get up to S$200 in cashback”, small letters (only if you spend 2500$). Seems that you don’t provide any progress from the legacy institution which you became now to be.",1,24/11/2021 3:24,Revolut,141,0.031332903,0.968667209,0
Mcbulble,"Ur Customer service is arrant 
Not sure tge revere was unable to post
Cannot contact the Mgmt team staff pop up n hide behind no one can seek help

Nik Storonsky for your attention",1,16/11/2021 23:56,Revolut,142,0.030422371,0.96957767,0
dobrin123,"I am trying to retrieve password, system saying we are sending a message, no message sent (but if i try setting up a new account, it sends successfully).
Then i click on dont have access to my phone, app says sorry cant retrieve your account, pls make a new one
Then i try making a new account - sorry, you already have an account… 
No help on the website or the app
Such a time waste, i am getting transferwise",1,6/11/2021 14:13,Revolut,143,0.012681217,0.987318814,0
0517NGWY,The charge for bus and mrt is much higher than normal EZ-Link card.,1,6/11/2021 12:16,Revolut,144,0.770757854,0.229242131,1
xiao.nan,"I cannot login and the confirmation email never sent through, neither in inbox and spam folder.",1,29/10/2021 3:50,Revolut,145,0.03500703,0.964993,0
5har,"Kept informing me the error due to top up is the bank even when I’ve informed them that before reaching out, I’ve called my bank to check. But they insist it was the bank. The person took days to check this. Then a week later they informed me that a transfer is not possible due to the limit to the account instead. Wasted so much of my time waiting for the wrong information and to keep contacting my bank. The help service are definitely not there to help but just to close off the matter. They wouldn’t even admit their mistake when asked.",1,27/10/2021 22:37,Revolut,146,0.012848601,0.987151325,0
fjfudlsösmxkxifb,"When it works, the interface and ease-of-use is great. But often it doesn’t work and then you have no idea why. E.g when I can’t transfer money to Revolut from my bank account, it might fail due to some random limit, but it would only say ”Failed”. No idea why. One day I could transfer 600$ to my Revolut and then next day I couldn’t",2,27/10/2021 2:01,Revolut,147,0.195126891,0.804873228,0
fiz ali,"A simple cash referral/incentive that was offered if we completed certain steps was not honoured despite completing these steps. Customer service gave generic replies instead of addressing the issue at hand. Makes me question the support, if they can't handle the incentive program right, how can i trust my own hard earned money in this app if something goes awry and all i get are generic replies? Has potential and room to improve but i would definitely not use it at the moment.",2,7/10/2021 4:02,Revolut,148,0.012644837,0.987355232,0
EagleTofu,"From the live chat the agent told me that I did not clear the criteria for the referral thing when I did clear and provided the screen shot and been told saying that:” I’d love to stay but my shift has come to an end. I understand that I haven’t resolved your issues yet but I will be needing to transfer you over to one of my colleagues and will continue to assist you. Moreover, my colleagues can read through our conversation, so there’s no need to reiterate the details and issues. Have a great day!” 

Lol such a great way to not trying to solve and say will have his or her colleagues to help until now not even one attend back.",1,1/10/2021 14:12,Revolut,149,0.528437555,0.471562535,1
Fullerdada,"Have referral program, referred, my friend signed up, no $25 for both of us.. is it a scam? Feel so cheated especially when I have to ask my friend to go through the sign up process, and ended up with no rewards..",1,1/10/2021 11:00,Revolut,150,0.024109337,0.975890756,0
baosuabaohai,"Its a friday morning and i have to wait for more than 3 hours for the live chat agent to entertain me... Please avoid using this at all cost, unless you prefer to experience lost of patiences and rage.",1,1/10/2021 4:19,Revolut,151,0.010606639,0.989393353,0
Unagi Sushi,"Tried the referral thing from my cousin and it just wouldn't work, then we tried to transfer back my money to my bank account and it wouldn't let me. I'm gonna be a Karen because I earned that money that's being held hostage in that awful vault-ish app and i demand to speak to your supervisor, what kind of nonsense is this? we should be able to transfer back the money if THINGS DONT WORK. Please fix your system ASAP, i want my money back",1,26/9/2021 14:51,Revolut,152,0.035626687,0.964373291,0
Kayevillmat,I love revolut! Especially the vaults section. Helps me plan my purchases even better!,5,7/9/2021 10:27,Revolut,153,0.992449939,0.007550073,1
Ahhhrong,Terminated My acc & Revolut return money to the source. My relative acc was terminated too but given time to withdraw money out. Highly not recommended to use.,1,7/9/2021 1:52,Revolut,154,0.026906228,0.973093748,0
popei69,Revolut app used to have an overview of the crypto position like the stock tab had but it got recently removed. It makes it really difficult to know if my crypto are going up or down based since my first investment. It completely remove the incentive of a daily trading. Might move to another app and transfer it there...,2,16/8/2021 8:46,Revolut,155,0.108253665,0.891746342,0
Sharakuma,Excellent portal. Very transparent and fast user friendly.,5,11/8/2021 9:56,Revolut,156,0.981428921,0.018571133,1
Nickey 2,On a same trip we use YouTrip & our relatives uses Revolut. The exchange rate is better for YouTrip.,1,10/8/2021 18:36,Revolut,157,0.965079129,0.034921009,1
Devotionsvisage,Preventing the app from running on jailbroken devices does not protect Revolut; it simply annoys your customers,1,9/8/2021 12:54,Revolut,158,0.016509365,0.983490646,0
gsaliot,When we could use our Visa Revolut to cash at the Singapore ATM ?,5,4/8/2021 3:06,Revolut,159,0.962917268,0.037082762,1
The Average Saver,Chat agent have no clue what is going on. Encouraged me to use a competitor’s card LMAO,1,3/8/2021 10:43,Revolut,160,0.02079442,0.979205489,0
kyroschen,"I would caution everyone against using this service. Recently money that I transferred in did not arrive, and Revolut refused to even entertain me unless I was able to produce a document in the exact bureaucratic form they specified. While this story had a happy ending [supposedly the money lost its way and took 3 weeks longer than usual to arrive], I shudder to think of Revolut’s callous attitude should this happen to me again.",1,3/8/2021 6:55,Revolut,161,0.028016338,0.971983671,0
xthethz,Good exchange rate but when i send money and was unsuccessful they didnt refund the service charge. What if every time you send was unsuccessful so we’ve been charged for nothing.,1,2/8/2021 9:54,Revolut,162,0.086876854,0.91312319,0
Kimberly MJ,"While I was relieved that Revolut freeze my card, my card was used for 2 transactions of which one went through.  Howeverc, I was unable to reach their customer service yet able to transfer the remaining money to my bank account.

Not a secured payment method.

Do not recommend the use of this card.",2,19/7/2021 22:19,Revolut,163,0.014190936,0.985809088,0
G goh,"It was all good until I found out that there is a $30000 annual limit on your card. Apparently once the limit has been reached, your card will be frozen. You cannot do anything about it until the limit refreshed.

App also does not show when you hit the limit, or when you can start using it. But it allows you to continue depositing money inside without being able to use it.",1,13/7/2021 5:00,Revolut,164,0.740631044,0.259368956,1
MrVIP88,"Worst banking experience ever. Receive a few transactions from friends and then account freeze. 
It would be easier to get vetted before a president election then clearing this. Absolutely shocked by poor customer relation.",1,2/7/2021 13:08,Revolut,165,0.007702142,0.992297769,0
Nara Aslanyan,Simply the best!,5,27/6/2021 18:04,Revolut,166,0.972630441,0.027369598,1
Andy ES,It’s a cult. They will close your account if your account activities don’t generate revenue for them. Don’t join. There are many better alternatives out there.,1,17/6/2021 16:13,Revolut,167,0.013950344,0.986049592,0
hkb_,0 transaction fee as of now to send to India,5,15/6/2021 6:15,Revolut,168,0.92739141,0.072608657,1
Areith,Has been using Revolut for travel and moved my cc expenses that incurred conversion fees to Revolut as well. Rates are so much better than bank cc rates.,5,12/6/2021 6:08,Revolut,169,0.972618699,0.027381321,1
Iphone4s Lover,Unable to transfer money to my bank account. Reason is simple “An unknown error occured”. Please do not transfer your money into Revolut if u want it out via a transfer. Inflexible and a waste of my time.,1,5/6/2021 9:13,Revolut,170,0.010558741,0.989441276,0
Starnoon,I just submitted my front and back IC and have taken my facial for verification sign up but it was hanged at 60%. Can help to reset the submission. Thank you.,5,29/5/2021 13:54,Revolut,171,0.970301569,0.02969843,1
cmanish93,Really good app . User interface is great.,5,29/5/2021 7:59,Revolut,172,0.948210359,0.051789667,1
Sxwryt,"Im using my friend referral, i completed everything to get the promotion, but its turn out, in order to get the money credit to your account, need to chat with support team and waiting time 2 hours. What kind of nonsense is this, just give as promises and no hassle. You better put in your ad, money credit is not auto, need to contact support to get the reward money credit to your accountwitu waiting time 2 hours. This should be digital with no hassle.",1,26/5/2021 15:46,Revolut,173,0.015658898,0.984341025,0
ahxiao125,"They ran a promotion if you applied and did the steps you get $50

Did all the required steps it didn’t come 
Wrote to the promoter and the company.
Promoter told me to Contact customer support from the company Revolut.

I wrote to them , they reply me after a week the promotion link is invalid after the promotion ended, and nothing can be done. 

They could have done something if it was replied earlier, also they purposely drag out the reply, initial reply was slow and avoiding the situation",1,26/5/2021 1:49,Revolut,174,0.086187489,0.913812518,0
juergenKloppBro,Waste of time man getting others to follow the referral nonsense without any clarity or following up on the promise. Thanks for wasting my time,1,25/5/2021 10:49,Revolut,175,0.008307267,0.991692722,0
Hal.Ariela,Was told to follow a link to download this app to get a cash reward. But followed the link. Downloaded the app. Added the card to three of my other apps. Topped up cash in the app but there wasn’t any reward given. Totally disappointed. Felt like I was scammed even before being able to use the app.,1,25/5/2021 3:59,Revolut,176,0.016107529,0.983892441,0
Maple0204,"The team refused to extend a referral reward despite extensive promotions by claiming that only ‘invited people’ have ‘special links’ where someone can earn a referral. If you used a normal referral link, you wouldn’t be entitled to the $50 unless the person who referred you to was purportedly an “invited person”. Right from the get go, Revolut treats someone who bothered to sign up like a third rate customer. What’s the point of posting this promotion publicly if you’re only going to extend it to ‘invited people’ unless you were out to hopefully mislead people into signing up without having to pay the referral? 

2 hours wait time with 2 agents that were quick to leave the conversation. The 3rd agent was more patient but didn’t attempt to solve the problem. Instead, they consistently deflected the problem and asked the person referee to reach out to them instead to clarify their referral status. That absolutely didn’t solve the problem at all and I wish they didn’t waste my time.

Revolut’s behaviour absolutely disgusts me and I wouldn’t trust my money with them. I advise other users to re-read the terms and conditions carefully over and over again in case Revolut misleads you the same way I and many others have been misled.",1,24/5/2021 17:26,Revolut,177,0.008779479,0.991220474,0
Todayrisn,"The app design was frustrating enough without all the hidden fees and secret limits imposed on the account. I was told that my account has reached its transfer limit, but couldn’t find anything about it on the interface or help articles. The help chat was frustrating as well, because I had to explain 3 times before they understood what my issue was, and their only response was that they can’t help me. So I’ve got foreign currency stuck in my account now, and it’s impossible to get it out without incurring additional transaction fees from Revolut. For an app that handles financial transactions, the lack of transparency is quite scary and frustrating.",1,24/5/2021 6:47,Revolut,178,0.016144816,0.983855188,0
Bothreq,Easy to use. Able to transfer money to loved ones overseas without incurring paying expensive remittance fee.,5,6/5/2021 15:15,Revolut,179,0.98657918,0.013420784,1
El187,What can you say? This is the best! Easy transfer and safe.,5,4/5/2021 15:12,Revolut,180,0.990232587,0.009767344,1
Troysham,It was good but now it’s bad.,5,19/4/2021 2:00,Revolut,181,0.027864266,0.972135663,0
vyzn,"Zero star. Period. I was trying to transfer my USD from revolut to UOB global currency account but it got rejected, UOB told me to get the SWIFT message (MT103) in order to investigate further, but when i reached out to revolut they said are not able to provide MT103. What kind of fintech is this?",1,16/4/2021 14:29,Revolut,182,0.016976133,0.983023942,0
Willtkh,I just downloaded the Revolut app yesterday.. transfer cannot be done and all my transferred funds are still stuck in the account.. one of the worst app I had ever used..,1,16/4/2021 3:18,Revolut,183,0.011524283,0.98847574,0
elielr01,"In order to send money you need to order a physical card. So now my money is locked there, without me being able to use it because the physical card delivery takes 1 week....

And not only that, you also need to ACTIVATE the card by doing an in-app purchase...

So you guys locked my money for 1 week, forced me to request a card that I DON’T WANT, and forced me to SPEND MONEY to activate that card... all that just as an onboarding process????

And I talked to your customer support and they asked me to make an inquiry to PAYPAL????? Like, should I also be requesting support to McDonald’s or what’s that Paypal random involvement about?

Worst UX, worst customer support, I want my money back, I don’t want your forced-to-request-and-activate card, and I want my account with you guys terminated ASAP.",1,24/3/2021 11:18,Revolut,184,0.008193557,0.991806567,0
nickkkkkkkkn,"Ridiculous donkey age communist-level style of inquiry into your personal funds, including asking for your NOA, salary slips, on top of printed bank statements, bank balance slips, etc. I had to submit less documents when applying for my housing loan lol. Not sure how Revolut intends to continue operating in Singapore but I will not using them anymore and will lodge a report with MAS. No such thing as PDPA to them. Thankfully I have all my funds withdrawn or spent but I’ve read horror stories about people having tens of thousands held hostage :face_screaming_in_fear:",1,24/3/2021 0:45,Revolut,185,0.019194834,0.980805159,0
Olivier88888,"A 2000’s misconduct method in the skin of a digital bank !!! 

Adnan, Revolut says :
“ Sorry for the inconvenience. In this case i would like to inform you please ask to Merchant to send us an email that the payment is not authorized and cancel it, we revert the payment”

This is the 3rd time that some transactions failed with no reasons. Clicked merchant confirm button and failed immediately. Yet funds are deducted !! 
Even with the merchant failed report, my funds are blocked somewhere and I can not use them ! 

Adnan are you acting alone ?",1,9/3/2021 10:17,Revolut,186,0.051113177,0.948886752,0
rinaldo_leo,The customer service capability of this app is ridiculously tardy. The card capability is seamless to work in multiple countries and continues to freeze up usage when required. This coupled with delayed customer service makes its usage worthless.,1,19/2/2021 7:30,Revolut,187,0.011268189,0.988731861,0
dummy1408,"Very practical and fast, especially for overseas transfer.",5,16/2/2021 23:17,Revolut,188,0.989324749,0.010675198,1
zyp@sg,Make sure your core features work before adding bells and whistles.,1,15/2/2021 11:41,Revolut,189,0.848221898,0.151777998,1
starlit in glory,Poor compliance procedures. They locked my account on the basis that I need to provide my wife’s source of income????! Very poor service and a complete breach of privacy. I will close the account.,1,8/2/2021 16:32,Revolut,190,0.010777195,0.989222765,0
NBsIphone,Believe this is the only Fintech I know to not have a line or email to call in to enquire what is going on,1,8/2/2021 9:15,Revolut,191,0.271124691,0.728875279,0
Emanjames25,"Please check, I can’t use the app. Once open after 5 seconds it will crash.:face_screaming_in_fear:",1,31/1/2021 16:11,Revolut,192,0.050175294,0.94982481,0
Liangchao,Most lousiest app. Deducting money from user without approval. Refund and the money cannot be transferred to account. Stating that its an ongoing issue. DO NOT SIGN UP!,1,15/1/2021 10:08,Revolut,193,0.012252792,0.987747252,0
Stevy Liu,"I made a purchase online and it was unsuccessful but on revolut statement it appeared as pending, so Revolut held my money, I couldn’t revert and it took 10 days until they returned my money. 
Then the second time it happened, I chatted the customer services few times and they said they would revert the money but needed me to wait until the next day after the failed transaction and then another 10 hours. But then they gave me ‘NO’. 
I did provide the email screenshot from the merchant which stated that the money is not transferred to them and It should be refunded to me in 48hours by the bank, if not I should contact the card provider. What a lousy service and policy Revolut have. Truly wasted of my time to contact them many times and given empty promises, at the end they didn’t help at all, they made it difficult by asking me to contact the merchant again when it’s already so obvious that the merchant has said to look for the card provider.",1,13/1/2021 21:41,Revolut,194,0.011232937,0.988767028,0
Junpotato,One of the best digital bank,5,6/1/2021 14:58,Revolut,195,0.967427075,0.032572992,1
Kelvin384674827,"The biggest attraction of this wallet to me is the exchange rate much nearer to live rate, now the exchange rate SGD MYR difference so much worse than local bank and money changer exchange rate, these places offer 3.03 while this wallet gives only 3, what a big difference!",1,2/1/2021 5:51,Revolut,196,0.926045954,0.07395415,1
wildchee,Transfer of funds have never been easier as global transfer of funds was an issue for me as im from singapore,5,27/12/2020 23:09,Revolut,197,0.950386822,0.049613118,1
theme cannot work,What is happening?! I cannot sign in - keeps complaining the app has no internet connection. Prompt for pin and verification but can never get through. How to explain so much that the app is not working.. tired!. for an app it should not be difficult to use.,1,10/12/2020 5:39,Revolut,198,0.022303499,0.977696538,0
roxsoxbox,"I pay $19.90 here in singapore with no features. They removed the concierge service and free lounge pass. Now the only feature i am left with is the metal card. We can’t trade shares nor withdraw from ATM. Rewards section is pure trash and they only advertise things like gaming gold and things that no one would be interested in. They wouldn’t allow me to cancel my plan and i am stuck with this god forsaken app. This app is a maze and terribly difficult to navigate around and their “24/7” support team is a complete joke. Most of the time i had to wait 3-4 hours to get help but that’s on a good day, because the wait is usually longer.
FROM BAD TO WORST.",1,30/11/2020 2:05,Revolut,199,0.007017409,0.992982566,0
Sigfiedhunter,The card charged wrong currency incurring currency conversion charges and after that they just acted like it’s not their problem.. fraud!,1,25/11/2020 9:10,Revolut,200,0.025726555,0.974273384,0
pkhats,"Revolut app has moved to a chat based customer service and for any issues you either email them (which they will never respond to) or chat with them on the app (which I tried literally 10+ times for a very small issue and still no resolution!) on top of this I spent at least 3hours just waiting for a response since there is a lag of 20mins between two text that the agent will send you.

This has been an extremely tiring and annoying experience!",1,22/11/2020 18:15,Revolut,201,0.0161692,0.983830869,0
ShoutItOut,"Now I can’t go into the app. Face ID doesn’t work. Entering my pin which was unchanged causes it to lock me out saying too many attempts. 

Clicking on forgot pin causes the app to exit.",2,18/11/2020 4:34,Revolut,202,0.048353452,0.951646566,0
Cherruth,Vault is a good way for saving. If only it comes with some interests...... love how the change with added. Very good concept!,5,17/11/2020 3:11,Revolut,203,0.990555406,0.009444619,1
